model,Age,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,2,31995,Automatic,999,Petrol,145,42.2,2
 X3,4,18995,Semi-Auto,60000,Diesel,150,54.3,2
 1 Series,4,19995,Manual,26574,Petrol,150,46.3,2
 3 Series,6,16995,Semi-Auto,67000,Diesel,200,49.6,3
 1 Series,4,23000,Semi-Auto,13783,Petrol,150,39.8,3
 4 Series,2,34590,Automatic,999,Petrol,145,45.6,2
 1 Series,2,19888,Manual,999,Diesel,145,72.4,1.5
 3 Series,5,18888,Automatic,17749,Diesel,145,56.5,3
 1 Series,4,15995,Manual,15992,Diesel,30,65.7,2
 5 Series,1,40995,Semi-Auto,2712,Hybrid,145,55.4,2
 2 Series,2,22995,Manual,999,Petrol,145,42.2,1.5
 X1,2,27995,Automatic,999,Petrol,145,35.3,2
 3 Series,2,30888,Manual,999,Diesel,145,54.3,2
 5 Series,2,30995,Automatic,999,Diesel,145,65.7,2
 3 Series,2,33888,Automatic,999,Diesel,145,50.4,2
 4 Series,2,39891,Automatic,5806,Diesel,145,51.4,3
 1 Series,2,26991,Manual,3250,Petrol,145,41.5,1.5
 X6,2,58990,Semi-Auto,3371,Diesel,145,34.9,3
 5 Series,2,31780,Semi-Auto,13384,Diesel,145,60.1,3
 3 Series,2,30761,Semi-Auto,3465,Diesel,150,52.3,2
 Z4,7,3076,Manual,31074,Petrol,205,41.5,2
 2 Series,2,19350,Automatic,10500,Diesel,145,51.4,2
 X3,3,29222,Semi-Auto,9406,Diesel,145,54.3,2
 3 Series,2,29754,Semi-Auto,8853,Diesel,145,52.3,2
 X5,2,47990,Semi-Auto,7275,Diesel,145,37.7,3
 1 Series,4,21712,Automatic,25500,Petrol,145,39.8,3
 2 Series,2,23113,Semi-Auto,8039,Petrol,145,47.9,2
 1 Series,4,13831,Manual,20112,Petrol,150,53.3,1.5
 1 Series,4,20081,Semi-Auto,32000,Petrol,200,39.8,3
 1 Series,4,14995,Manual,16366,Diesel,150,65.7,2
 3 Series,2,21995,Semi-Auto,18000,Diesel,145,62.8,2
 3 Series,1,34995,Semi-Auto,11,Diesel,145,49.6,2
 3 Series,1,38555,Semi-Auto,11,Petrol,145,34.9,3
 X3,2,35495,Semi-Auto,6156,Diesel,145,48.7,3
 3 Series,1,41555,Semi-Auto,9,Petrol,145,33.6,3
 X5,2,46982,Semi-Auto,9820,Diesel,145,37.7,3
 2 Series,1,36771,Semi-Auto,485,Petrol,145,36.2,2
 4 Series,7,14941,Semi-Auto,49460,Petrol,165,44.1,2
 3 Series,7,12331,Semi-Auto,41000,Diesel,30,62.8,2
 X1,2,25680,Automatic,1768,Diesel,145,65.7,2
 Z4,2,31600,Automatic,2200,Petrol,145,37.2,2
 X1,4,17861,Semi-Auto,20932,Diesel,30,65.7,2
 2 Series,3,16932,Semi-Auto,16132,Diesel,150,64.2,2
 X3,2,34454,Semi-Auto,10032,Diesel,145,54.3,2
 1 Series,2,31791,Semi-Auto,6000,Petrol,150,34.5,2
 2 Series,3,24461,Semi-Auto,5190,Petrol,150,32.5,3
 X2,2,36981,Semi-Auto,7197,Petrol,150,34,2
 5 Series,2,28370,Semi-Auto,6251,Petrol,145,50.4,2
 3 Series,2,32050,Automatic,4700,Diesel,145,52.3,2
 1 Series,2,30900,Automatic,5345,Petrol,145,34.5,2
 3 Series,2,41490,Automatic,4830,Diesel,145,43.5,3
 X3,2,56322,Semi-Auto,4620,Petrol,145,24.8,3
 M4,2,49010,Automatic,837,Petrol,145,34,3
 X5,1,62991,Semi-Auto,123,Diesel,145,37.7,3
 3 Series,1,38991,Semi-Auto,132,Diesel,145,52.3,2
 X1,1,36991,Semi-Auto,800,Diesel,145,60.1,2
 6 Series,1,44991,Semi-Auto,123,Diesel,145,42.2,2
 3 Series,6,13960,Automatic,33330,Diesel,125,60.1,2
 X3,4,19950,Automatic,49100,Diesel,145,54.3,2
 1 Series,4,13720,Manual,9617,Petrol,150,53.3,1.5
 X2,1,39991,Semi-Auto,700,Petrol,145,34,2
 6 Series,4,32023,Semi-Auto,3546,Diesel,145,48.7,3
 5 Series,3,36162,Semi-Auto,9270,Petrol,145,39.2,3
 X1,2,26020,Automatic,3197,Diesel,145,65.7,2
 4 Series,2,29920,Semi-Auto,5732,Diesel,145,60.1,2
 4 Series,2,27970,Semi-Auto,7383,Petrol,145,48.7,2
 1 Series,6,11295,Automatic,27054,Diesel,20,72.4,1.5
 X5,4,40162,Automatic,10914,Diesel,145,42.8,3
 X1,3,22512,Semi-Auto,14100,Diesel,145,60.1,2
 Z4,1,39991,Semi-Auto,202,Petrol,145,37.2,2
 8 Series,1,69991,Semi-Auto,419,Petrol,145,33.2,3
 8 Series,1,66991,Semi-Auto,123,Petrol,145,33.2,3
 X2,2,23633,Manual,8100,Diesel,145,53.3,2
 2 Series,2,23872,Semi-Auto,1105,Diesel,145,52.3,2
 2 Series,2,23242,Manual,10,Petrol,145,52.3,1.5
 2 Series,2,22753,Semi-Auto,8020,Diesel,145,65.7,2
 2 Series,2,23722,Semi-Auto,123,Diesel,145,49.6,2
 3 Series,2,29822,Semi-Auto,1020,Diesel,145,52.3,2
 1 Series,2,29450,Semi-Auto,3743,Petrol,145,34.5,2
 1 Series,2,20172,Semi-Auto,5500,Petrol,145,54.3,1.5
 3 Series,8,14671,Semi-Auto,27604,Petrol,200,43.5,2
 M5,3,61792,Automatic,5856,Petrol,145,26.9,4.4
 2 Series,4,18490,Semi-Auto,14440,Diesel,145,64.2,2
 X3,2,32950,Semi-Auto,4953,Petrol,145,30.4,2
 3 Series,5,15290,Semi-Auto,42328,Diesel,30,62.8,2
 X3,5,15495,Manual,60813,Diesel,160,52.3,2
 X1,5,17450,Automatic,43475,Diesel,125,57.6,2
 X1,4,18995,Semi-Auto,26249,Petrol,160,44.8,2
 1 Series,3,15495,Manual,7950,Petrol,145,37.7,1.5
 4 Series,4,19995,Semi-Auto,21888,Diesel,145,55.4,3
 X1,4,19495,Semi-Auto,23397,Diesel,125,57.6,2
 X1,5,18995,Semi-Auto,17604,Diesel,125,60.1,2
 2 Series,5,14995,Semi-Auto,56010,Diesel,125,57.6,2
 3 Series,2,21991,Semi-Auto,12245,Petrol,145,47.9,2
 5 Series,3,25995,Semi-Auto,15255,Hybrid,135,156.9,2
 1 Series,4,14650,Manual,12616,Diesel,30,65.7,2
 X1,4,19540,Automatic,34240,Diesel,125,57.6,2
 2 Series,5,16110,Semi-Auto,28280,Petrol,125,53.3,1.5
 3 Series,5,14504,Manual,35210,Diesel,30,64.2,2
 3 Series,5,13987,Manual,22030,Petrol,150,49.6,1.5
 1 Series,5,14652,Manual,9461,Diesel,20,70.6,1.5
 3 Series,5,17640,Semi-Auto,28590,Diesel,145,56.5,3
 5 Series,4,22490,Semi-Auto,36549,Diesel,30,65.7,2
 i3,4,21490,Automatic,26139,Hybrid,135,470.8,0
 X3,5,19990,Semi-Auto,34325,Diesel,145,54.3,2
 5 Series,4,21790,Automatic,27744,Diesel,145,60.1,2
 2 Series,2,21990,Automatic,8351,Hybrid,135,148.7,1.5
 X5,2,52990,Automatic,10,Diesel,145,37.7,3
 2 Series,2,22450,Automatic,11275,Hybrid,135,148.7,1.5
 2 Series,2,19490,Automatic,5809,Diesel,145,51.4,2
 1 Series,2,22890,Semi-Auto,1581,Diesel,145,74.3,2
 1 Series,2,21990,Semi-Auto,1540,Diesel,145,78.5,1.5
 X2,1,31990,Semi-Auto,5,Petrol,145,39.8,2
 2 Series,5,12950,Manual,36633,Diesel,20,74.3,1.5
 X2,3,25490,Semi-Auto,10597,Diesel,145,58.9,2
 4 Series,2,24888,Manual,8129,Petrol,145,46.3,2
 X4,1,46995,Semi-Auto,999,Diesel,145,37.2,3
 X5,3,34995,Automatic,26107,Hybrid,135,85.6,2
 2 Series,5,16990,Semi-Auto,27589,Diesel,30,62.8,2
 3 Series,2,31990,Automatic,9850,Diesel,145,52.3,2
 3 Series,2,34990,Automatic,7250,Diesel,145,49.6,2
 2 Series,2,25950,Automatic,5000,Diesel,145,48.7,2
 3 Series,2,31995,Automatic,7693,Diesel,145,52.3,2
 X1,5,14995,Manual,30000,Diesel,20,68.9,2
 X1,2,28383,Manual,999,Diesel,145,68.9,2
 X6,2,42888,Automatic,10231,Diesel,145,44.8,3
 4 Series,2,30888,Automatic,3309,Diesel,145,60.1,2
 1 Series,3,22995,Semi-Auto,12537,Petrol,145,39.8,3
 Z4,2,43995,Automatic,4401,Petrol,145,33.2,3
 5 Series,7,14790,Semi-Auto,40715,Diesel,30,62.8,2
 3 Series,4,15790,Manual,35238,Diesel,30,64.2,2
 X1,4,19490,Automatic,19090,Diesel,145,65.7,2
 2 Series,4,21890,Semi-Auto,25223,Petrol,200,39.8,3
 7 Series,4,33990,Semi-Auto,28998,Petrol,300,35.3,4.4
 3 Series,2,29890,Automatic,5211,Diesel,145,52.3,2
 3 Series,2,31990,Automatic,5,Petrol,145,42.2,2
 2 Series,1,28995,Semi-Auto,5,Diesel,145,67.3,2
 5 Series,4,22490,Semi-Auto,26002,Diesel,145,68.9,2
 2 Series,1,28490,Semi-Auto,5,Petrol,145,50.4,2
 1 Series,1,32990,Semi-Auto,6870,Diesel,145,48.7,2
 X1,1,28990,Semi-Auto,1981,Petrol,145,46.3,1.5
 4 Series,2,31990,Automatic,7800,Petrol,145,44.8,2
 2 Series,2,29990,Automatic,6300,Hybrid,135,113,1.5
 X2,2,34490,Automatic,5730,Petrol,145,34,2
 X1,4,19990,Semi-Auto,32000,Diesel,125,57.6,2
 3 Series,3,21990,Semi-Auto,8426,Petrol,145,48.7,2
 4 Series,3,21990,Semi-Auto,20611,Diesel,145,60.1,2
 3 Series,2,30950,Semi-Auto,7586,Petrol,145,41.5,2
 X3,1,45991,Semi-Auto,120,Diesel,150,48.7,3
 X2,2,36981,Semi-Auto,4497,Petrol,150,34,2
 3 Series,7,14882,Semi-Auto,63820,Diesel,165,49.6,3
 3 Series,2,35990,Automatic,6393,Diesel,145,52.3,2
 3 Series,2,29990,Automatic,7337,Diesel,145,52.3,2
 1 Series,2,33990,Automatic,9599,Petrol,145,34.5,2
 3 Series,2,32990,Automatic,9892,Diesel,145,48.7,2
 1 Series,2,31990,Automatic,4920,Petrol,145,34.5,2
 3 Series,2,39390,Automatic,8945,Diesel,145,43.5,3
 4 Series,2,30990,Automatic,9897,Diesel,145,53.3,3
 4 Series,1,26990,Semi-Auto,7,Petrol,145,48.7,2
 3 Series,1,34990,Semi-Auto,4100,Petrol,145,41.5,2
 1 Series,4,16790,Manual,15468,Petrol,145,46.3,2
 3 Series,1,36990,Semi-Auto,2475,Petrol,145,40.4,2
 X5,4,34990,Automatic,27044,Diesel,145,47.1,3
 1 Series,1,32995,Semi-Auto,5,Diesel,145,48.7,2
 3 Series,7,13441,Manual,38000,Diesel,30,61.4,2
 3 Series,7,14522,Semi-Auto,67000,Diesel,125,58.9,2
 2 Series,5,13522,Manual,53207,Diesel,20,68.9,1.5
 X3,5,20931,Semi-Auto,38489,Diesel,145,54.3,2
 2 Series,2,19870,Manual,123,Petrol,145,42.8,1.5
 X3,2,34882,Semi-Auto,6000,Petrol,145,30.4,2
 2 Series,4,14690,Semi-Auto,24997,Diesel,20,68.9,2
 1 Series,6,10690,Manual,61676,Diesel,20,70.6,2
 3 Series,2,33990,Semi-Auto,9598,Diesel,150,47.9,3
 1 Series,2,22890,Manual,5463,Petrol,150,41.5,1.5
 1 Series,2,22890,Manual,5842,Petrol,150,41.5,1.5
 1 Series,2,22890,Manual,11506,Petrol,150,41.5,1.5
 X5,2,51990,Semi-Auto,9607,Petrol,150,27.2,3
 X1,2,27490,Semi-Auto,5742,Petrol,150,48.7,2
 X3,2,38950,Semi-Auto,3290,Diesel,150,54.3,2
 1 Series,2,22500,Manual,7781,Petrol,150,41.5,1.5
 3 Series,2,42995,Automatic,1606,Petrol,145,34.9,3
 5 Series,1,30995,Semi-Auto,999,Hybrid,145,49.6,2
 X3,1,35995,Semi-Auto,4373,Diesel,145,54.3,2
 4 Series,1,26750,Semi-Auto,2986,Diesel,150,65.7,2
 2 Series,1,27500,Semi-Auto,1086,Petrol,150,42.2,1.5
 X1,2,26000,Semi-Auto,2400,Diesel,150,60.1,2
 1 Series,2,20750,Manual,4619,Petrol,150,44.1,1.5
 3 Series,2,33250,Semi-Auto,8496,Diesel,145,47.9,3
 2 Series,1,19500,Automatic,5746,Petrol,150,42.2,1.5
 1 Series,5,14250,Manual,18372,Petrol,125,52.3,1.5
 X3,2,36500,Semi-Auto,7503,Petrol,150,34.5,3
 3 Series,6,12999,Semi-Auto,45191,Diesel,125,58.9,2
 1 Series,4,13888,Manual,40014,Diesel,20,70.6,1.5
 3 Series,2,32888,Automatic,13136,Petrol,145,42.2,2
 5 Series,2,34888,Automatic,948,Diesel,145,55.4,2
 1 Series,2,28888,Automatic,999,Diesel,145,48.7,2
 X6,1,69995,Semi-Auto,999,Diesel,145,34.9,3
 3 Series,2,29888,Manual,2454,Diesel,145,54.3,2
 4 Series,2,29888,Manual,999,Petrol,145,46.3,2
 2 Series,5,11495,Manual,26883,Petrol,125,52.3,1.5
 6 Series,5,22990,Semi-Auto,21654,Diesel,200,49.6,3
 1 Series,5,11725,Manual,32000,Diesel,20,72.4,1.5
 X1,4,21500,Automatic,25100,Diesel,145,57.6,2
 2 Series,5,10400,Manual,72890,Petrol,125,53.3,1.5
 3 Series,2,26450,Semi-Auto,2754,Diesel,150,52.3,2
 3 Series,2,27450,Semi-Auto,7491,Petrol,150,41.5,2
 1 Series,2,25990,Semi-Auto,6596,Diesel,150,51.4,2
 X1,6,17990,Semi-Auto,10258,Diesel,30,65.7,2
 X1,4,23990,Semi-Auto,1061,Petrol,165,44.8,2
 M3,2,62995,Semi-Auto,5957,Petrol,145,33.2,3
 1 Series,4,15888,Automatic,20890,Diesel,145,68.9,2
 3 Series,1,31000,Semi-Auto,986,Diesel,150,50.4,2
 3 Series,1,35000,Semi-Auto,1986,Petrol,145,40.4,2
 1 Series,4,19000,Semi-Auto,42657,Petrol,200,39.8,3
 X5,2,51500,Semi-Auto,10,Diesel,145,37.7,3
 4 Series,2,24750,Semi-Auto,4642,Petrol,145,45.6,2
 2 Series,4,16250,Semi-Auto,23374,Diesel,150,65.7,2
 3 Series,3,17995,Semi-Auto,40456,Diesel,145,64.2,2
 3 Series,2,25888,Automatic,2258,Diesel,145,62.8,2
 X5,2,47995,Automatic,999,Diesel,145,37.7,3
 1 Series,2,17888,Automatic,999,Petrol,145,55.5,1.5
 4 Series,2,28888,Automatic,3419,Diesel,145,60.1,2
 4 Series,7,15888,Manual,38000,Diesel,125,57.6,2
 3 Series,3,24888,Semi-Auto,7298,Diesel,145,51.4,3
 X6,1,56000,Automatic,7486,Diesel,145,34.9,3
 X2,1,33000,Semi-Auto,3986,Petrol,145,34,2
 3 Series,1,34000,Semi-Auto,4986,Diesel,145,47.9,3
 2 Series,1,34000,Semi-Auto,2986,Petrol,145,36.2,2
 i3,4,19000,Automatic,23983,Hybrid,0,470.8,0
 X1,1,26750,Automatic,1000,Diesel,145,47.9,2
 M2,2,46000,Manual,4534,Petrol,145,28.5,3
 5 Series,4,25000,Automatic,18677,Diesel,145,60.1,3
 X1,2,22750,Manual,10879,Petrol,145,39.8,1.5
 5 Series,2,30500,Semi-Auto,8993,Hybrid,135,156.9,2
 X1,5,20500,Semi-Auto,19010,Diesel,125,57.6,2
 3 Series,2,26000,Semi-Auto,4315,Petrol,145,42.2,2
 X1,4,20000,Semi-Auto,24150,Diesel,145,57.6,2
 3 Series,2,26000,Semi-Auto,5358,Diesel,145,52.3,2
 3 Series,4,16500,Semi-Auto,38620,Diesel,150,64.2,2
 X3,2,32250,Semi-Auto,4386,Diesel,150,54.3,2
 5 Series,6,13686,Automatic,77715,Diesel,160,52.3,3
 2 Series,3,20952,Semi-Auto,42912,Petrol,150,47.9,2
 4 Series,7,18062,Semi-Auto,49745,Diesel,165,50.4,3
 X1,3,19921,Semi-Auto,25059,Diesel,150,60.1,2
 1 Series,2,20750,Manual,5692,Petrol,145,44.1,1.5
 X1,2,23000,Manual,8561,Petrol,145,39.8,1.5
 5 Series,2,36500,Semi-Auto,1475,Petrol,150,39.2,3
 1 Series,2,20750,Manual,5225,Petrol,150,44.1,1.5
 1 Series,2,20750,Manual,6860,Petrol,150,44.1,1.5
 1 Series,1,27840,Semi-Auto,150,Diesel,145,51.4,2
 4 Series,2,32440,Manual,3792,Diesel,145,62.8,2
 2 Series,1,36840,Semi-Auto,2422,Petrol,145,36.2,2
 4 Series,1,39250,Semi-Auto,151,Diesel,150,47.9,3
 1 Series,8,10991,Semi-Auto,46439,Petrol,150,48.7,1.6
 4 Series,4,19350,Automatic,18399,Diesel,30,64.2,2
 3 Series,4,18391,Semi-Auto,31116,Hybrid,0,134.5,2
 X2,3,22111,Semi-Auto,16708,Petrol,150,38.7,2
 3 Series,2,29464,Semi-Auto,4251,Petrol,145,42.2,2
 X2,2,32130,Semi-Auto,11571,Petrol,145,34,2
 1 Series,2,30420,Semi-Auto,10159,Petrol,145,34.5,2
 X3,2,55610,Automatic,3367,Petrol,145,24.8,3
 3 Series,4,16995,Manual,28700,Petrol,150,47.9,2
 1 Series,4,14500,Manual,13681,Diesel,150,65.7,2
 2 Series,2,19495,Manual,4824,Petrol,150,52.3,1.5
 2 Series,2,19495,Manual,7937,Petrol,150,54.3,1.5
 X1,4,20722,Semi-Auto,22636,Petrol,160,44.8,2
 2 Series,2,28630,Semi-Auto,2564,Diesel,145,67.3,2
 X1,2,25730,Semi-Auto,4495,Petrol,145,38.2,2
 X6,6,26462,Semi-Auto,60930,Diesel,200,47.1,3
 1 Series,7,10462,Manual,29260,Petrol,145,50.4,1.6
 1 Series,5,14881,Manual,42452,Diesel,30,62.8,2
 X1,4,19721,Semi-Auto,18800,Diesel,125,60.1,2
 X5,5,23912,Automatic,89676,Diesel,200,47.1,3
 i3,7,14182,Automatic,37161,Hybrid,0,470.8,0
 X6,2,61854,Semi-Auto,1000,Diesel,145,34.9,3
 X1,2,25843,Semi-Auto,7117,Diesel,145,60.1,2
 3 Series,6,14982,Automatic,45909,Diesel,30,62.8,2
 X5,2,52004,Semi-Auto,4000,Diesel,145,37.7,3
 4 Series,5,19841,Semi-Auto,30968,Petrol,160,44.1,2
 X5,2,52990,Semi-Auto,10,Diesel,150,37.7,3
 1 Series,2,22890,Manual,10927,Petrol,150,41.5,1.5
 X2,3,24495,Semi-Auto,13147,Diesel,150,58.9,2
 5 Series,6,15499,Semi-Auto,43013,Diesel,30,62.8,2
 X5,5,28140,Automatic,43003,Diesel,200,47.1,3
 X1,4,21500,Semi-Auto,24814,Diesel,145,55.4,2
 X6,5,20950,Semi-Auto,29211,Diesel,205,47.1,3
 X5,7,20450,Automatic,89000,Diesel,205,45.6,3
 4 Series,5,22652,Semi-Auto,33766,Petrol,200,41.5,3
 5 Series,4,23941,Semi-Auto,23095,Diesel,125,60.1,2
 2 Series,6,18012,Semi-Auto,13642,Diesel,125,57.6,2
 2 Series,6,13881,Manual,25283,Petrol,150,47.9,2
 3 Series,2,27555,Manual,7887,Diesel,145,54.3,2
 X5,2,55990,Semi-Auto,6007,Diesel,145,33.6,3
 X2,2,29343,Semi-Auto,1644,Petrol,145,36.2,2
 3 Series,8,11072,Manual,78852,Diesel,30,62.8,2
 3 Series,6,19641,Semi-Auto,23503,Diesel,160,51.4,3
 X1,2,25916,Automatic,4230,Diesel,145,60.1,2
 2 Series,2,21876,Automatic,7910,Diesel,145,64.2,2
 4 Series,5,18536,Automatic,32814,Petrol,145,48.7,2
 M4,2,41986,Automatic,144,Petrol,145,34,3
 X5,2,52990,Semi-Auto,10,Diesel,150,37.7,3
 X5,2,47990,Semi-Auto,8481,Diesel,150,37.7,3
 2 Series,2,24690,Semi-Auto,7338,Petrol,150,47.9,2
 X5,2,53850,Semi-Auto,16,Diesel,150,37.7,3
 4 Series,5,19990,Semi-Auto,35900,Diesel,125,60.1,2
 3 Series,4,20990,Semi-Auto,36000,Hybrid,135,134.5,2
 4 Series,1,27669,Manual,151,Diesel,150,62.8,2
 X5,6,29241,Automatic,35552,Diesel,205,47.1,3
 2 Series,5,17965,Semi-Auto,20379,Diesel,125,60.1,2
 3 Series,7,9942,Manual,97185,Diesel,30,65.7,2
 3 Series,6,16641,Semi-Auto,49396,Petrol,160,44.1,2
 3 Series,2,21444,Semi-Auto,6329,Diesel,145,55.4,2
 5 Series,2,32600,Semi-Auto,8260,Hybrid,140,156.9,2
 3 Series,2,26500,Semi-Auto,7120,Petrol,150,47.9,2
 3 Series,3,16999,Manual,7000,Diesel,145,67.3,2
 3 Series,2,28999,Automatic,11681,Diesel,145,52.3,2
 4 Series,2,30140,Automatic,7583,Diesel,145,60.1,2
 3 Series,2,34700,Semi-Auto,6006,Diesel,145,49.6,2
 4 Series,2,31210,Automatic,4300,Diesel,145,53.3,3
 X1,2,24850,Automatic,9784,Diesel,145,60.1,2
 3 Series,2,18999,Automatic,11749,Diesel,145,62.8,2
 1 Series,2,16555,Manual,9451,Diesel,145,68.9,2
 1 Series,2,18999,Automatic,1000,Diesel,145,70.6,2
 X6,2,41780,Semi-Auto,13000,Diesel,145,44.8,3
 4 Series,2,29582,Automatic,5684,Petrol,145,41.5,3
 4 Series,2,27700,Manual,110,Petrol,145,46.3,2
 1 Series,4,14445,Automatic,21500,Diesel,145,72.4,1.5
 X3,2,54999,Automatic,500,Petrol,145,24.8,3
 M2,2,44500,Semi-Auto,4929,Petrol,150,29.1,3
 i3,4,21500,Automatic,10900,Hybrid,140,470.8,0
 X1,5,18500,Automatic,27000,Diesel,145,55.4,2
 3 Series,6,14995,Automatic,44000,Diesel,145,56.5,3
 M4,4,35352,Semi-Auto,9215,Petrol,300,34,3
 X2,2,35470,Automatic,1566,Diesel,145,58.9,2
 1 Series,5,15500,Semi-Auto,37753,Diesel,20,67.3,2
 5 Series,4,26000,Semi-Auto,43533,Diesel,150,53.3,3
 Z4,1,44300,Semi-Auto,1801,Petrol,150,33.2,3
 M4,3,39999,Semi-Auto,10809,Petrol,150,34,3
 5 Series,3,24999,Semi-Auto,17371,Diesel,145,62.8,2
 3 Series,2,27999,Automatic,9214,Diesel,145,52.3,2
 5 Series,2,28999,Automatic,13000,Petrol,145,47.9,2
 X3,2,33790,Semi-Auto,3633,Petrol,145,30.4,2
 X4,2,42550,Semi-Auto,8515,Petrol,145,26.9,3
 M2,2,42110,Automatic,5644,Petrol,145,29.1,3
 2 Series,2,20860,Manual,5684,Petrol,145,42.8,1.5
 2 Series,2,20850,Manual,3993,Petrol,145,42.8,1.5
 2 Series,2,23150,Semi-Auto,5035,Diesel,145,49.6,2
 2 Series,2,20950,Manual,2178,Diesel,145,51.4,2
 3 Series,1,41995,Automatic,4300,Petrol,145,33.6,3
 3 Series,2,29999,Automatic,12143,Diesel,145,52.3,2
 X3,2,34999,Automatic,12774,Diesel,145,54.3,2
 2 Series,2,27995,Automatic,110,Diesel,145,64.2,2
 5 Series,2,26888,Automatic,8070,Diesel,145,65.7,2
 4 Series,2,26995,Manual,110,Petrol,145,46.3,2
 2 Series,2,20555,Automatic,9736,Petrol,145,50.4,2
 2 Series,2,20999,Automatic,37,Petrol,145,47.9,2
 M3,4,53995,Automatic,3824,Petrol,145,34,3
 X3,2,31436,Automatic,6172,Diesel,145,54.3,2
 4 Series,2,22680,Automatic,9820,Petrol,145,45.6,2
 3 Series,2,35150,Automatic,5920,Diesel,145,47.9,3
 M5,2,81140,Semi-Auto,551,Petrol,145,24.1,4.4
 X1,2,31280,Semi-Auto,2865,Diesel,145,36.7,2
 X2,2,32740,Automatic,3857,Petrol,145,39.2,2
 3 Series,2,31630,Automatic,4400,Diesel,145,52.3,2
 X6,2,66750,Semi-Auto,2519,Petrol,145,26.4,3
 3 Series,2,28000,Semi-Auto,8653,Petrol,145,46.3,2
 X5,2,51995,Semi-Auto,11,Diesel,145,37.7,3
 3 Series,2,32999,Automatic,4418,Diesel,145,49.6,2
 4 Series,2,31845,Semi-Auto,6155,Diesel,145,47.9,3
 3 Series,2,23222,Semi-Auto,11010,Diesel,145,54.3,2
 5 Series,2,29999,Automatic,3936,Petrol,145,47.9,2
 2 Series,2,20999,Semi-Auto,4923,Petrol,145,47.9,2
 3 Series,2,27999,Automatic,14590,Diesel,145,52.3,2
 X5,2,50900,Automatic,99,Diesel,145,37.7,3
 X2,2,38350,Automatic,99,Diesel,145,58.9,2
 3 Series,2,31995,Manual,894,Diesel,145,54.3,2
 X1,2,27888,Manual,99,Diesel,145,48.7,2
 X1,2,25999,Manual,99,Petrol,145,52.3,1.5
 X3,2,34500,Automatic,1000,Diesel,145,54.3,2
 2 Series,2,27995,Automatic,99,Diesel,145,47.1,2
 M4,2,45999,Automatic,99,Petrol,145,34,3
 M4,2,57800,Automatic,99,Petrol,145,34,3
 5 Series,2,29995,Automatic,1000,Petrol,145,50.4,2
 7 Series,5,33995,Semi-Auto,15143,Diesel,160,52.3,3
 5 Series,1,29990,Semi-Auto,12,Hybrid,150,62.8,2
 3 Series,1,32995,Semi-Auto,10,Diesel,145,50.4,2
 X5,2,58000,Automatic,4010,Diesel,145,33.6,3
 X3,2,36222,Semi-Auto,4624,Diesel,145,48.7,3
 X3,2,35600,Semi-Auto,1299,Diesel,145,54.3,2
 5 Series,2,33444,Semi-Auto,4118,Petrol,145,46.3,2
 2 Series,2,20999,Manual,4524,Petrol,145,57.6,1.5
 1 Series,2,21999,Semi-Auto,2040,Petrol,145,43.5,1.5
 1 Series,2,25999,Semi-Auto,575,Diesel,145,62.8,2
 1 Series,2,22222,Manual,397,Petrol,145,44.1,1.5
 2 Series,3,18999,Automatic,254,Petrol,145,38.2,2
 4 Series,2,28999,Semi-Auto,1000,Diesel,145,65.7,2
 X5,2,73000,Automatic,5,Hybrid,135,188.3,3
 3 Series,2,29555,Automatic,5035,Diesel,145,50.4,2
 4 Series,2,31995,Manual,110,Diesel,145,55.4,2
 X1,2,25999,Automatic,1100,Diesel,145,60.1,2
 4 Series,2,35000,Automatic,110,Diesel,145,65.7,2
 4 Series,2,22999,Automatic,1000,Diesel,145,60.1,2
 X3,2,32250,Semi-Auto,4829,Diesel,150,54.3,2
 5 Series,6,16750,Semi-Auto,27563,Petrol,160,46.3,2
 6 Series,4,27000,Automatic,17942,Petrol,145,32.1,4.4
 X1,4,19750,Semi-Auto,19159,Diesel,145,60.1,2
 2 Series,5,16995,Semi-Auto,37573,Diesel,145,55.4,2
 1 Series,8,9995,Manual,33731,Diesel,20,68.9,2
 3 Series,4,21995,Semi-Auto,25542,Diesel,160,51.4,3
 X5,2,50995,Semi-Auto,4151,Diesel,145,37.7,3
 3 Series,2,34995,Semi-Auto,4255,Diesel,145,49.6,2
 3 Series,2,25995,Semi-Auto,5687,Diesel,145,52.3,2
 3 Series,6,14995,Semi-Auto,40781,Diesel,125,61.4,2
 X3,2,36990,Semi-Auto,5922,Diesel,145,54.3,2
 3 Series,2,27990,Manual,3319,Diesel,145,54.3,2
 1 Series,2,21999,Semi-Auto,1591,Petrol,145,43.5,1.5
 3 Series,2,34999,Automatic,20329,Diesel,145,48.7,2
 7 Series,2,46999,Semi-Auto,10504,Petrol,145,34.5,3
 X2,1,32540,Semi-Auto,99,Petrol,150,39.2,2
 X7,2,72500,Automatic,5929,Diesel,145,31.4,3
 3 Series,5,14999,Manual,26307,Petrol,145,47.9,2
 3 Series,3,18700,Semi-Auto,42565,Diesel,145,64.2,2
 3 Series,3,27000,Semi-Auto,12513,Diesel,145,51.4,3
 1 Series,6,12295,Semi-Auto,56000,Diesel,20,67.3,2
 X3,5,17495,Semi-Auto,31100,Diesel,145,54.3,2
